Shop Name,Reviews,Address,Phone,Instagram,Facebook,TikTok,Website,City,State,Country,Email,Rating,Scraped At
Patron Saints Tattoo,74,"18805 SE McLoughlin Blvd, Portland, OR 97267",503) 882-8415,N/A,https://www.facebook.com/groups,https://www.tiktok.com/@evergreatestph,http://patronsaintstattoo.com,Days Creek,OR,USA,Zacharyrip@yahoo.com; sebastian@aldusleaf.org,5.0,2026-06-16 03:26:55
SIC Tattoos,40,"18847 SW 84th Ave, Tualatin, OR 97062",503) 885-3938,https://www.instagram.com/sictattoosllc,https://www.facebook.com/cmpulisic,https://www.tiktok.com/@justinkd_tatts,https://web.getporter.io/shop/sic-tattoos,Days Creek,OR,USA,N/A,4.8,2026-06-16 03:28:14
Divine tattooing and Cosmetics,6,"485 Portland Ave, Gladstone, OR 97027",N/A,https://www.instagram.com/divine_tattooing,https://www.facebook.com/DivineInk23,https://www.tiktok.com/@markdtattoo,https://divinetattooing.glossgenius.com,Days Creek,OR,USA,Divinetattooing2025@gmail.com; divinetattoo.contact@gmail.com,5.0,2026-06-16 03:29:29
SWORDFISH TATTOO,10,"1106 Pine St, Silverton, OR 97381",971) 227-7260,http://instagram.com/swordfishtattoo,N/A,https://www.tiktok.com/@sammillidgetattoo,http://swordfishtattoo.com,Days Creek,OR,USA,user@domain.com,5.0,2026-06-16 03:30:47
Jonny Shiitake's Ludicrous Ink Tattoo,6,"6120 SE King Rd, Milwaukie, OR 97222",503) 678-3373,https://www.instagram.com/ludicrousinktattoo,https://www.facebook.com/pages,https://www.tiktok.com/@thejonathanclark,https://ludicrousink.com,Days Creek,OR,USA,N/A,5.0,2026-06-16 03:32:01
Ink’d by Mick,28,"22455 SW Oak St #3, Sherwood, OR 97140",661) 304-5798,https://www.instagram.com/inkdbymick,https://www.facebook.com/inkdbymeg,https://www.tiktok.com/@inkdbymick,https://venue.ink/@inkdbymick,Days Creek,OR,USA,N/A,4.9,2026-06-16 03:33:05
Wicked Ink Tattoo,3,"185 SW Hwy 101, Waldport, OR 97394",541) 538-1370,https://www.instagram.com/risleytallon,https://www.facebook.com/groups,https://www.tiktok.com/@wickedink52241,https://www.instagram.com/risleytallon,Days Creek,OR,USA,N/A,5.0,2026-06-16 03:34:17
Dark Mark Tattoo & Beauty,69,"12930 SW Pacific Hwy #133, Tigard, OR 97223",N/A,https://www.instagram.com/darkmarkpdx,https://www.facebook.com/p,https://www.tiktok.com/@jdragon503,http://www.darkmarkpdx.com,Days Creek,OR,USA,N/A,4.9,2026-06-16 03:35:24
Demon Ink Tattoo,67,"8755 SW Citizens Dr #107, Wilsonville, OR 97070",503) 570-2970,https://www.instagram.com/p,https://www.facebook.com/DemonInkTattoos,https://www.tiktok.com/@demoninkhouston,http://www.demoninktattoo.com,Days Creek,OR,USA,demoninktattoo@outlook.com,4.8,2026-06-16 03:36:32
Tattoos Forever,50,"863 N First Ave, Stayton, OR 97383",503) 769-1177,https://www.instagram.com/tattoosforever850,https://www.facebook.com/share,https://www.tiktok.com/@zoflo82,https://www.facebook.com/share/1B35vQmGa1,Days Creek,OR,USA,Tattooerdad49@gmail.com,5.0,2026-06-16 03:38:02
grieving ink tattoo,34,"106 W 3rd St, Amity, OR 97101",916) 809-4882,https://www.instagram.com/grievinginktattoo,https://www.facebook.com/grievinginktattoo,https://www.tiktok.com/@agree592,http://www.grievinginktattoo.com,Days Creek,OR,USA,Ryan@grievingink.com; ryan@grievingink.com,5.0,2026-06-16 03:39:00
Sink-Ink,61,"267 E Ida St, Stayton, OR 97383",503) 559-9003,https://instagram.com/mac_missa,https://facebook.com/SinkInkTattoo,https://www.tiktok.com/en,http://www.sink-ink.com,Days Creek,OR,USA,Bookingsinkink@gmail.com; bookingsinkink@gmail.com,4.8,2026-06-16 03:40:01
Angel Ink Tattoo,257,"502 Main St, Oregon City, OR 97045",503) 655-4055,https://www.instagram.com/angel.ink.tattoo,https://www.facebook.com/angelinktattooschool,https://www.tiktok.com/@inkmastertv,http://www.angelinktattoo.com,Days Creek,OR,USA,N/A,4.7,2026-06-16 03:40:59
Boymamaink,1,"412 Nw industrial park way #2, Toledo, OR 97391",503) 995-2009,https://www.instagram.com/naraaziza,https://www.facebook.com/tiktok,https://www.tiktok.com/en,N/A,Days Creek,OR,USA,N/A,5.0,2026-06-16 03:42:02
Lucky Supreme Tattoo,156,"512 Main St, Oregon City, OR 97045",503) 785-3750,https://www.instagram.com/lucky_supreme_tattoo,https://www.facebook.com/LuckySupremeTattoo,https://www.tiktok.com/@cometosister,N/A,Days Creek,OR,USA,N/A,4.9,2026-06-16 03:43:12
Storylines Ink Parlor,83,"324 N Coast Hwy ste. #4, Newport, OR 97365",661) 474-1383,https://www.instagram.com/james.paul.egan,https://www.facebook.com/share,https://www.tiktok.com/@storiesfromaninkwell,http://storylinesinkparlor.com,Days Creek,OR,USA,N/A,5.0,2026-06-16 03:44:30
Rose & Dagger Tattoo & Piercing,93,"6418 SE Foster Rd, Portland, OR 97206",503) 386-2853,https://www.instagram.com/rose_and_dagger_tattoo,https://www.facebook.com/Roseanddaggerpdx,https://www.tiktok.com/@inkvalerietattoo,https://radtattoocompany.com,Days Creek,OR,USA,radtattoocompany@gmail.com,4.8,2026-06-16 03:45:29
Illuminati Tattoo Oregon City,102,"517 Main St Ste A, Oregon City, OR 97045",971) 206-8194,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,Days Creek,OR,USA,N/A,4.7,2026-06-16 03:46:43
MTNTOP TATTOO,33,"402 Garibaldi Ave, Garibaldi, OR 97118",503) 812-7068,https://instagram.com/mtntoptattoo,https://www.facebook.com/instagram,N/A,https://instagram.com/mtntoptattoo,Days Creek,OR,USA,N/A,4.9,2026-06-16 03:48:39
Aardvark Tattoo Company,162,"14804 SE Powell Blvd, Portland, OR 97236",503) 477-8902,https://www.instagram.com/risatattoosaardvark,N/A,https://www.tiktok.com/@aardvarktattoocompany,http://www.aardvarktattoocompany.com,Days Creek,OR,USA,aardvarktattoocompany@gmail.com; anapbm@gmail.com; filler@godaddy.com; team@latofonts.com,4.5,2026-06-16 03:50:03
Sea Serpent Saloon,26,"232 NW Coast St, Newport, OR 97365",N/A,https://instagram.com/seaserpentsaloon,http://www.facebook.com/danamelissadixon,https://www.tiktok.com/@seaserpentsaloon,http://www.seaserpentsaloon.com,Days Creek,OR,USA,seaserpentsaloon@gmail.com,4.7,2026-06-16 03:51:06
Indigenous Arts Tattoo Company,5,"143 SW Court St, Dallas, OR 97338",503) 837-1777,https://www.instagram.com/indigenousarts_tattoo,https://www.facebook.com/p,https://www.tiktok.com/@ampkwaimages,N/A,Days Creek,OR,USA,N/A,5.0,2026-06-16 03:52:15
Magnificent Ink,21,"646 US-101 #4, Depoe Bay, OR 97341",503) 894-3109,https://www.instagram.com/magnificent_ink,https://www.facebook.com/groups,https://www.tiktok.com/@inkmastertv,N/A,Days Creek,OR,USA,N/A,4.8,2026-06-16 03:53:26
Pleasant Street Tattoos,9,"38530 Pleasant St suite 3a, Sandy, OR 97055",N/A,https://www.instagram.com/pleasantstreettattoos,https://www.facebook.com/wix,https://www.tiktok.com/@sammijefcoate,https://www.pleasantstreettattoos.com,Days Creek,OR,USA,Tripleskillet@gmail.com; Triplrskillet@gmail.com,5.0,2026-06-16 03:54:59
Sellwood Tattoo Parlor,124,"405 W Arlington St, Gladstone, OR 97027",971) 266-8970,https://instagram.com/sellwoodtattoo,https://www.facebook.com/wix,N/A,http://www.sellwoodtattoo.com,Days Creek,OR,USA,N/A,4.9,2026-06-16 03:56:52
Cross Over Tattoo Studio,150,"24048 US-20, Philomath, OR 97370",541) 961-0127,https://www.instagram.com/justin_d_crossovertattoo_art,https://www.facebook.com/crossovertattoostudio,https://www.tiktok.com/@dean.hopkins_,http://crossovertattoostudio.com,Days Creek,OR,USA,cross_over_tattoo@yahoo.com,4.9,2026-06-16 03:57:52
LoverBird Studio,22,"10963 SE 21st Ave, Milwaukie, OR 97222",N/A,http://instagram.com/loverbirdstudio,N/A,https://www.tiktok.com/@edenbodyartstudios,http://www.loverbirdstudio.com,Days Creek,OR,USA,user@domain.com,4.8,2026-06-16 03:59:23
Eternal Elegance Tattoo LLC,8,"351 NW 2nd Ave, Canby, OR 97013",541) 441-8079,https://www.instagram.com/eternal_elegance,https://www.facebook.com/EternalEleganceDesigns,https://www.tiktok.com/@ayalatattoo1,http://www.eternalelegancetattoo.com,Days Creek,OR,USA,N/A,5.0,2026-06-16 04:00:35
No Hope No Fear Tattoo Art Studio,35,"828 SE 1st St, McMinnville, OR 97128",503) 583-2833,https://www.instagram.com/jameskernart,https://www.facebook.com/pages,https://www.tiktok.com/@noaharkfeld,http://www.nohopenofeartattoo.com,Dayton,OR,USA,info@nohopenofeartattoo.com,4.8,2026-06-16 04:02:21
Lucky Supreme Tattoo,156,"512 Main St, Oregon City, OR 97045",503) 785-3750,https://www.instagram.com/lucky_supreme_tattoo,https://www.facebook.com/LuckySupremeTattoo,https://www.tiktok.com/@cometosister,N/A,Dayton,OR,USA,N/A,4.9,2026-06-16 04:03:21
Angel Ink Tattoo,257,"502 Main St, Oregon City, OR 97045",503) 655-4055,https://www.instagram.com/red_fang_ink,https://www.facebook.com/angelinktattooschool,https://www.tiktok.com/@inkedbybryan_,http://www.angelinktattoo.com,Dayton,OR,USA,N/A,4.7,2026-06-16 04:04:31
OREGON CITY TATTOO,142,"Lower Level, 207 7th St B1, Oregon City, OR 97045",503) 974-9173,http://instagram.com/squarespace,N/A,https://www.tiktok.com/@eyetattoo_,http://www.oregoncitytattoo.com,Dayton,OR,USA,user@domain.com,4.8,2026-06-16 04:05:40
Reverie,30,"113 N Blaine St, Newberg, OR 97132",503) 864-0193,https://www.instagram.com/rever.iecollective,N/A,https://www.tiktok.com/@reveriez.z.z,http://www.reverietattoo.studio,Dayton,OR,USA,INFO.REVERIECOLLECTIVE@GMAIL.COM; user@domain.com,5.0,2026-06-16 04:07:02
Wits End Tattoo,24,"358 Warner Milne Rd G103, Oregon City, OR 97045",971) 288-7992,https://www.instagram.com/wits.end.tattoo,https://www.facebook.com/adamstrongart,https://www.tiktok.com/@sydsmithtattoo,http://witsendtattoo.com,Dayton,OR,USA,N/A,4.8,2026-06-16 04:08:37
grieving ink tattoo,34,"106 W 3rd St, Amity, OR 97101",916) 809-4882,https://www.instagram.com/grievinginktattoo,https://www.facebook.com/grievinginktattoo,https://www.tiktok.com/@agree592,http://www.grievinginktattoo.com,Dayton,OR,USA,Ryan@grievingink.com; ryan@grievingink.com,5.0,2026-06-16 04:09:43
Apollo Art Cooperative,37,"415 NE 3rd St, McMinnville, OR 97128",503) 487-7159,N/A,N/A,https://www.tiktok.com/@nickthetailor,https://m.facebook.com/pg/FancyRabbitArtCollective/photos,Dayton,OR,USA,N/A,4.6,2026-06-16 04:10:50
Black Rose Tattoo And Piercing,99,"223 OR-99W, McMinnville, OR 97128",971) 241-1094,https://www.instagram.com/blackrosetattooers,https://www.facebook.com/Cassidytattoo,https://www.tiktok.com/@blackrosetattoocrew,N/A,Dayton,OR,USA,N/A,4.4,2026-06-16 04:11:44
Illuminati Tattoo Oregon City,102,"517 Main St Ste A, Oregon City, OR 97045",971) 206-8194,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,Dayton,OR,USA,N/A,4.7,2026-06-16 04:13:14
Back40Tattoo,264,"901 Brutscher St suite 209, Newberg, OR 97132",503) 759-6224,https://www.instagram.com/tiktok,https://www.facebook.com/Back40Tattoo,https://www.tiktok.com/en,http://back40tattoo.com,Dayton,OR,USA,Back40tattoo@gmail.com; back40tattoo@gmail.com,4.8,2026-06-16 04:14:20
Parlor on 3rd,25,"405 NE 3rd St Suite 3, McMinnville, OR 97128",541) 282-4081,N/A,N/A,N/A,https://m.facebook.com/parloron3rd,Dayton,OR,USA,N/A,4.8,2026-06-16 04:15:54
Expozed Ink LLC,55,"333 Broadway St suite a, Estacada, OR 97023",971) 506-4142,https://www.instagram.com/expozed_ink,https://www.facebook.com/ExpozedInk,https://www.tiktok.com/@expozedink,N/A,Dayton,OR,USA,N/A,4.7,2026-06-16 04:16:53
Gilded Heart Tattoo,99,"211 E 1st St, Newberg, OR 97132",971) 832-8002,https://www.instagram.com/gildedhearttattoo,N/A,https://www.tiktok.com/@lucasmalone4,https://www.gildedhearttattoo.com,Dayton,OR,USA,Tat2clan@yahoo.com; tat2clan@yahoo.com; user@domain.com,4.5,2026-06-16 04:17:53
Graveyard Tattoos,106,"9235 SE Clackamas Rd, Clackamas, OR 97015",503) 655-0200,https://www.instagram.com/popular,https://www.facebook.com/media,https://www.tiktok.com/@its.connor.logan,http://www.graveyardtattoos.com,Dayton,OR,USA,N/A,4.8,2026-06-16 04:18:51
Tattoos by Savy,9,"415 NE 3rd St, McMinnville, OR 97128",971) 801-4212,https://instagram.com/savyyjb,http://www.facebook.com/fancyrabbitartcollective,https://www.tiktok.com/@savymerino,https://www.tattoosbysavy.com,Dayton,OR,USA,aj-b@hotmail.com; savannaj-b@hotmail.com,5.0,2026-06-16 04:19:52
Dead Gods Tattoo,79,"1914 Willamette Falls Dr #230, West Linn, OR 97068",503) 344-4170,https://www.instagram.com/deadgodstattoo,https://www.facebook.com/DeadGodsTattoo,https://www.tiktok.com/@ink_fae,http://deadgodstattoo.com,Dayton,OR,USA,tigard@deadgodstattoo.com; westlinn@deadgodstattoo.com,5.0,2026-06-16 04:21:22
Nettle Tattoo,1,"415 NE 3rd St, McMinnville, OR 97128",N/A,https://www.instagram.com/freya.watko.tattoos,https://www.facebook.com/sarah.nicole.29130,https://www.tiktok.com/@nettlesdaughter,https://nettletattoos.com,Dayton,OR,USA,Freya.Watko@gmail.com; Freya.watko@gmail.com,5.0,2026-06-16 04:22:22
Welcome Home Tattoo,96,"1981 SE Monroe St, Milwaukie, OR 97222",503) 545-0515,https://www.instagram.com/brutalxboogie,https://www.facebook.com/groups,https://www.tiktok.com/@ladefaction,https://welcomehometattoo.com,Dayton,OR,USA,N/A,5.0,2026-06-16 04:23:40
M.inked Beauty LLC,7,"1900 NE Hwy 99W suite H, McMinnville, OR 97128",971) 241-5072,https://www.instagram.com/m.inkedbeautyllc,https://www.facebook.com/covetedbeautyxmolly,https://www.tiktok.com/@kingz_artistry,N/A,Dayton,OR,USA,N/A,4.4,2026-06-16 04:24:37
Viridian Ink Tattoo,58,"116 S Molalla Ave, Molalla, OR 97038",971) 806-7801,https://www.instagram.com/viridianinktattoo,N/A,https://www.tiktok.com/content,https://viridianinktattoo.com,Dayton,OR,USA,example@mysite.com; viridianinktattoo@gmail.com,5.0,2026-06-16 04:25:56
The House of Tattoo,129,"780 N Main Ave, Gresham, OR 97030",503) 492-9998,https://www.instagram.com/thehouseoftattoo,https://www.facebook.com/thehouseoftattoogresham,https://www.tiktok.com/@art_bytay,http://www.thehouseoftattoo.com,Dayton,OR,USA,houseoftattooshop@gmail.com,4.9,2026-06-16 04:26:55
Star Tattoo,48,"14110 SE McLoughlin Blvd, Milwaukie, OR 97267",503) 653-5679,N/A,https://www.facebook.com/groups,https://www.tiktok.com/@tatto_artist2,N/A,Dayton,OR,USA,N/A,4.9,2026-06-16 04:27:49
Jaded Soul’s Living Art Tattoo,334,"25 NW 1st St, Gresham, OR 97030",503) 492-6420,https://www.instagram.com/jadedsoulslivingarttattoo,http://www.facebook.com/pages,N/A,http://www.jadedsoultattoo.com,Dayton,OR,USA,Tattoogresham@gmail.com; tattoogresham@gmail.com,4.5,2026-06-16 04:29:15
Bigtime Walk-In Tattoo,259,"3949 N Williams Ave, Portland, OR 97227",503) 265-8146,https://www.instagram.com/bigtimetattoopdx,N/A,N/A,https://bigtimepdx.com,Dayton,OR,USA,info@bigtimepdx.com; tysondraws@yahoo.com; user@domain.com,4.9,2026-06-16 04:30:24
Evolution Tattoo Gallery LLC,125,"149 E Columbia River Hwy, Troutdale, OR 97060",503) 328-8704,https://www.instagram.com/evolutiontattoogallery,https://www.facebook.com/evolutiontattoogallery,N/A,http://evolutiontattoogallery.com,Dayton,OR,USA,N/A,4.9,2026-06-16 04:32:06
Historic Tattoo - Portland Tattoo Shop,306,"2001 SE 50th Ave, Portland, OR 97215",503) 236-3440,https://www.instagram.com/historictattoo,https://www.facebook.com/pages,https://www.tiktok.com/@tysonarndt,http://www.historictattoo.com,Dayton,OR,USA,historictattoo@gmail.com,4.8,2026-06-16 04:33:24
The Silverton Tattoo Co.,67,"208 E Main St, Silverton, OR 97381",971) 343-3333,N/A,https://www.facebook.com/silvertontattoo,N/A,https://www.facebook.com/silvertontattoo,Dayton,OR,USA,N/A,4.6,2026-06-16 04:35:02
Ever True Tattoo,196,"213 SW Ash St, Portland, OR 97204",971) 563-5093,https://www.instagram.com/evertruetattoo,https://www.facebook.com/EverTrueTattoo,https://www.tiktok.com/@truetattookingston,http://www.evertruetattoo.com,Dayton,OR,USA,ambaileytattoo@gmail.com; daytonskuse@gmail.com; evertruetattoo@gmail.com; keshorror@gmail.com; scott.umeki@gmail.com; sequoiarosetattoo@gmail.com,4.7,2026-06-16 04:36:13
Tattoo 42,218,"753 SW 185th Ave, Beaverton, OR 97006",503) 356-8854,https://www.instagram.com/johntattoo42,https://www.facebook.com/tatt242,https://www.tiktok.com/@ladefaction,http://www.tattoo-42.com,Dayton,OR,USA,impallari@gmail.com; info@tattoo-42.com; team@latofonts.com; typesetit@att.net,4.6,2026-06-16 04:37:35
Artemis,2,"415 NE 3rd St, McMinnville, OR 97128",N/A,https://www.instagram.com/nasaartemis,https://www.facebook.com/NASAArtemis,https://www.tiktok.com/@espn,N/A,Dayton,OR,USA,N/A,5.0,2026-06-16 04:38:41
Cosmetic Ink LLC,0,"330 N 3rd St, Woodburn, OR 97071",971) 772-6435,https://www.instagram.com/Yesisanchez.ink,https://www.facebook.com/yesi.sanchez.ink,https://www.tiktok.com/@rosamariasmum,https://cosmeticinkllc.square.site,Dayton,OR,USA,N/A,0,2026-06-16 04:39:41
Simply Makeup and Brows,0,"1914 Willamette Falls Dr #210, West Linn, OR 97068",818) 588-9186,N/A,https://www.facebook.com/SimplyMakeupandBrows,https://www.tiktok.com/@slaybyjess,https://www.facebook.com/SimplyMakeupandBrows,Dayton,OR,USA,N/A,0,2026-06-16 04:40:53
Anatomy Tattoo,176,"3021 NE Broadway, Portland, OR 97232",503) 231-1199,https://www.instagram.com/anatomytattoo,https://www.facebook.com/anatomytattoopdx,https://www.tiktok.com/@anatomytattoo,https://anatomytattoo.com,Dayton,OR,USA,N/A,4.8,2026-06-16 04:42:11
Elite Protective Films | Window Tint & PPF,113,"28128 SE Hwy 212, Boring, OR 97009",971) 888-8468,https://www.instagram.com/eliteprotectivefilms,https://www.facebook.com/eliteprotectivefilms,https://www.tiktok.com/@texas_squeegee,https://eliteprotectivefilms.com,Dayton,OR,USA,N/A,4.9,2026-06-16 04:43:15
Alactrity Salon & Spa,2,"216 Ferry St, Dayton, OR 97114",503) 687-3043,https://www.instagram.com/alacritysalonspa,https://www.facebook.com/AlacritySalonSpa,https://www.tiktok.com/@ayalatattoo1,http://www.alacritysalonspa.com,Dayton,OR,USA,N/A,5.0,2026-06-16 04:44:21
Fades n Shades,41,"2115 Portland Rd, Newberg, OR 97132",503) 487-6565,https://www.instagram.com/_fades_and_shades_,N/A,https://www.tiktok.com/@jerkitty,https://www.fadesnshades.com,Dayton,OR,USA,deaddestattoo@gmail.com; tattoosbyazure@gmail.com; user@domain.com,4.8,2026-06-16 04:45:23
Blink Tattoo & Esthetics,71,"388 State St Unit 601, Salem, OR 97301",503) 508-6803,http://instagram.com/blink.salem,http://facebook.com/hoffmantattoo,N/A,https://www.blinksalem.com,Dayton,OR,USA,blinksalem@gmail.com,4.9,2026-06-16 04:47:00
Dead Gods Tattoo,79,"1914 Willamette Falls Dr #230, West Linn, OR 97068",503) 344-4170,https://www.instagram.com/deadgodstattoo,https://www.facebook.com/DeadGodsTattoo,https://www.tiktok.com/@ink_fae,http://deadgodstattoo.com,Deer Island,OR,USA,tigard@deadgodstattoo.com; westlinn@deadgodstattoo.com,5.0,2026-06-16 04:49:27
Established Ink Tattoo,64,"15010 SE McLoughlin Blvd #4, Milwaukie, OR 97267",503) 484-4473,N/A,https://www.facebook.com/Established-Ink-Tattoo-212628125467975,https://www.tiktok.com/@inkedabroad,https://www.facebook.com/Established-Ink-Tattoo-212628125467975,Deer Island,OR,USA,N/A,4.8,2026-06-16 04:51:05
Pacific northwest tattoo collective,127,"39400 Pioneer Blvd #5, Sandy, OR 97055",503) 482-0165,https://www.instagram.com/pnw_tattoo_collective,https://www.facebook.com/pnwtattoos,https://www.tiktok.com/@hails.tattoos,http://www.pnwtattoos.com,Deer Island,OR,USA,N/A,4.9,2026-06-16 04:52:06
Illuminati Tattoo Oregon City,102,"517 Main St Ste A, Oregon City, OR 97045",971) 206-8194,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,Deer Island,OR,USA,N/A,4.7,2026-06-16 04:53:45
Patron Saints Tattoo,74,"18805 SE McLoughlin Blvd, Portland, OR 97267",503) 882-8415,N/A,N/A,N/A,http://patronsaintstattoo.com,Deer Island,OR,USA,Zacharyrip@yahoo.com; sebastian@aldusleaf.org,5.0,2026-06-16 04:55:18
Angel Ink Tattoo,257,"502 Main St, Oregon City, OR 97045",503) 655-4055,https://www.instagram.com/red_fang_ink,https://www.facebook.com/angelinktattooschool,https://www.tiktok.com/@angelinktattoos1,http://www.angelinktattoo.com,Deer Island,OR,USA,N/A,4.7,2026-06-16 04:56:26
"Above the Pearl Tattoo, LLC.",68,"10600 SE McLoughlin Blvd Ste 203, Milwaukie, OR 97222",503) 319-4855,https://www.instagram.com/abovethepearltattoo,https://www.facebook.com/abovethepearltattoo,https://www.tiktok.com/@tiddygirlpearl,http://www.abovethepearl.com,Deer Island,OR,USA,N/A,5.0,2026-06-16 04:57:51
Lucky Supreme Tattoo,156,"512 Main St, Oregon City, OR 97045",503) 785-3750,https://www.instagram.com/lucky_supreme_tattoo,https://www.facebook.com/LuckySupremeTattoo,https://www.tiktok.com/@cometosister,N/A,Deer Island,OR,USA,N/A,4.9,2026-06-16 04:58:59
Graveyard Tattoos,106,"9235 SE Clackamas Rd, Clackamas, OR 97015",503) 655-0200,N/A,https://www.facebook.com/media,N/A,http://www.graveyardtattoos.com,Deer Island,OR,USA,N/A,4.8,2026-06-16 05:00:23
Wits End Tattoo,24,"358 Warner Milne Rd G103, Oregon City, OR 97045",971) 288-7992,https://www.instagram.com/wits.end.tattoo,https://www.facebook.com/adamstrongart,https://www.tiktok.com/@inkedabroad,http://witsendtattoo.com,Deer Island,OR,USA,N/A,4.8,2026-06-16 05:01:47
Sellwood Tattoo Parlor,124,"405 W Arlington St, Gladstone, OR 97027",971) 266-8970,https://instagram.com/sellwoodtattoo,https://www.facebook.com/wix,https://www.tiktok.com/@haunteddermis,http://www.sellwoodtattoo.com,Deer Island,OR,USA,N/A,4.9,2026-06-16 05:03:01
Pussycat Tattoo,64,"17052 SE McLoughlin Blvd, Milwaukie, OR 97267",503) 786-8090,https://www.instagram.com/pusssycattattoo,https://www.facebook.com/Pussycat-Tattoo-127975257222799,https://www.tiktok.com/@rubymayquilter,https://pussycattattoo.com,Deer Island,OR,USA,customtattooforyou@gmail.com,5.0,2026-06-16 05:04:10
OREGON CITY TATTOO,142,"Lower Level, 207 7th St B1, Oregon City, OR 97045",503) 974-9173,http://instagram.com/squarespace,N/A,N/A,http://www.oregoncitytattoo.com,Deer Island,OR,USA,user@domain.com,4.8,2026-06-16 05:05:41
Black Dahlia Tattoo Company,29,"2095 SE Oak Grove Blvd STE A, Milwaukie, OR 97267",503) 752-3086,N/A,N/A,N/A,N/A,Deer Island,OR,USA,N/A,5.0,2026-06-16 05:07:09
Star Tattoo,48,"14110 SE McLoughlin Blvd, Milwaukie, OR 97267",503) 653-5679,N/A,https://www.facebook.com/groups,https://www.tiktok.com/@astartattoos,N/A,Deer Island,OR,USA,N/A,4.9,2026-06-16 05:08:06
Lucky Supreme Tattoo,156,"512 Main St, Oregon City, OR 97045",503) 785-3750,https://www.instagram.com/lucky_supreme_tattoo,https://www.facebook.com/LuckySupremeTattoo,https://www.tiktok.com/@wideawakearthquake,N/A,Detroit,OR,USA,N/A,4.9,2026-06-16 05:12:47
Sellwood Tattoo Parlor,124,"405 W Arlington St, Gladstone, OR 97027",971) 266-8970,https://instagram.com/sellwoodtattoo,https://www.facebook.com/wix,https://www.tiktok.com/@eyetattoo_,http://www.sellwoodtattoo.com,Detroit,OR,USA,N/A,4.9,2026-06-16 05:14:02
OREGON CITY TATTOO,142,"Lower Level, 207 7th St B1, Oregon City, OR 97045",503) 974-9173,http://instagram.com/squarespace,N/A,N/A,http://www.oregoncitytattoo.com,Detroit,OR,USA,user@domain.com,4.8,2026-06-16 05:15:51
Illuminati Tattoo Oregon City,102,"517 Main St Ste A, Oregon City, OR 97045",971) 206-8194,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,N/A,https://www.facebook.com/Illuminati-Tattoo-of-Oregon-City-2159623197629582,Detroit,OR,USA,N/A,4.7,2026-06-16 05:17:01
Angel Ink Tattoo,257,"502 Main St, Oregon City, OR 97045",503) 655-4055,https://www.instagram.com/red_fang_ink,N/A,N/A,http://www.angelinktattoo.com,Detroit,OR,USA,N/A,4.7,2026-06-16 05:18:38
"Above the Pearl Tattoo, LLC.",68,"10600 SE McLoughlin Blvd Ste 203, Milwaukie, OR 97222",503) 319-4855,https://www.instagram.com/abovethepearltattoo,https://www.facebook.com/abovethepearltattoo,https://www.tiktok.com/@tiddygirlpearl,http://www.abovethepearl.com,Detroit,OR,USA,N/A,5.0,2026-06-16 05:19:39
Dead Gods Tattoo,79,"1914 Willamette Falls Dr #230, West Linn, OR 97068",503) 344-4170,https://www.instagram.com/p,https://www.facebook.com/DeadGodsTattoo,https://www.tiktok.com/@ink_fae,http://deadgodstattoo.com,Detroit,OR,USA,N/A,5.0,2026-06-16 05:21:17
Established Ink Tattoo,64,"15010 SE McLoughlin Blvd #4, Milwaukie, OR 97267",503) 484-4473,N/A,https://www.facebook.com/Established-Ink-Tattoo-212628125467975,https://www.tiktok.com/@inkedabroad,https://www.facebook.com/Established-Ink-Tattoo-212628125467975,Detroit,OR,USA,N/A,4.8,2026-06-16 05:22:33
Patron Saints Tattoo,74,"18805 SE McLoughlin Blvd, Portland, OR 97267",503) 882-8415,https://www.instagram.com/p,https://www.facebook.com/p,https://www.tiktok.com/@evergreatestph,http://patronsaintstattoo.com,Detroit,OR,USA,Zacharyrip@yahoo.com; sebastian@aldusleaf.org,5.0,2026-06-16 05:24:18
Wits End Tattoo,24,"358 Warner Milne Rd G103, Oregon City, OR 97045",971) 288-7992,https://www.instagram.com/wits.end.tattoo,https://www.facebook.com/adamstrongart,https://www.tiktok.com/@inkedabroad,http://witsendtattoo.com,Detroit,OR,USA,N/A,4.8,2026-06-16 05:25:38
Pussycat Tattoo,64,"17052 SE McLoughlin Blvd, Milwaukie, OR 97267",503) 786-8090,https://www.instagram.com/pusssycattattoo,https://www.facebook.com/Pussycat-Tattoo-127975257222799,N/A,https://pussycattattoo.com,Detroit,OR,USA,customtattooforyou@gmail.com,5.0,2026-06-16 05:27:08
Savages Tattoo Studio,2,"301 N 1st St B-581, Drain, OR 97435",541) 221-3283,N/A,N/A,N/A,https://www.studiotattoo.com,Drain,OR,USA,N/A,5.0,2026-06-16 05:35:52
